target,text
4,@candypop it's not sad. kinda like finding 100 pesos in the pavement. which never happens to me 
0,@fabinhuh Ahhh sou de SP 
4,feeling like this surely cant be legal (L) ahhhh 
0,"@crazymokes I've done some silversmithing. Just remember if a piece of molten metal rolls on to the floor, don't grab it. I did this "
4,"Serendipity! Opened the mail to find a $200 check from the BBC for a TV appearance that I cannot, for the life of me, recall. Oh well. "
4,June 29th and 30th!!   
0,Apparently today is our last wee day of sunshine for a while? 
4,"watched hes just not that into you  good movie,good insight! "
4,Off to the Garter Ceremony at Windsor Castle 
4,@Lindsey_LC thanks bb 
4,knew diversity would win 
4,@loobieelectric oooooohh is she now! we must go and see 
4,@diannhaistart  Thanks for the #followfriday tout! 
4,@NYCityMama you'll be gone soon dah-ling. will be a memory... and then not. 
4,Hope you are all having a good weekend 
0,@EthicsTrading I can't either  very grateful to those who can due to Caz having had one. Greatest gift ever!!
4,@justicemariebby Was that movie any good? 
4,"@wellcaffeinated... I suppose I could come to chez vous on July 22nd instead, if you refuse to return to sunny Mtl to appease me "
0,still not finished moving... 
4,"Campus for a few hours, then downtown to see @fridaynightboys and @thebiggerlights "
0,sore throat turned into no voice 
0,is fed up of all these forms n feels exhausted with life.. 
0,@itsthenew 
4,is @cantersdeli  http://twitpic.com/6qg8u
4,Watching the &quot;Fuel Festival&quot; in Ireland on GodTV ... David Crowder 
4,@oliverames I hope you will feel better 
4,Is leaving tomorrow for redding California. I'm excited 
4,loves twitter it makes her feel important with all the celebrities that i'm following 
4,Yayyy @lttlejourney is heree 
0,happy birthday boo bear! shes 23 today. mama bear sprained her foot and ruined the reunion plans.  &lt;3 mama &lt;3
0,@heloloser aww.  i'm greatt thanks. been up to much?
4,"@cellemcrmy hey celle! My friend @Hannaaaa needs followers. If you want to follow her, please do. "
0,Someone come watch tbs with me on Friday. Almost no one can go 
4,@Tyrese4ReaL how does it feel to work with megan? 
4,@gAbb_emceefly Hope you have a heaps good time bub!!!       
0," Had to work today. 1 hour down, 6 to go."
4,My Henna is dry!!! I can tweet.. YaaaY 
4,"@anna8687 im about to sound like a nutter, but there all genuine Emails! I just havent checked my hotmail in SUCH a long time! "
4,UP is an amazing movie 
0,I say &quot;I've got a 16GB flashdrive&quot;. He says &quot;I *saw* a 64GB flashdrive&quot;. Somehow his statement trumps mine. 
4,@jeremyteocx my pleasure 
0,"Omg it's my test time and I'm stuck in traffic jam 4 kilometres away from my college. No no no, please don't do this "
0,"@jt1225 yeah, from Adam's locker at the gym, they broke the lock off. "
4,@mitchelmusso heyyy I'm screamin at u to reply to meh 
0,@Schofe your tweet a few weeks ago got me onto the original one... I've only managed 40 on that 
0,It's Raining  x
4,Re-pinging @bridog0: http://twitpic.com/6ik8w - My grades  congrats!!î? 
4,"@liana_teo no I extended to Changsha. Going back to BJ now to catch my flight back to SG  No worries, chat more!"
0,@ElleySPN hey everybody is hiding and twitter is not being very fun right now 
0,@bogwhoppit no which ever way it was meant 
0,@echolot @brilliantology is it Star Wars day every 4th of the month? Or is there a film out today? I don't unnerstan 
4,@willgoodwin I may not even need the suit...have you seen my belly lately!! 
4,@kissdafunk  Let's do something ground breaking!
4,"@spoggy hi bill, thx for the follow - you do a lot of affiliate marketing? ever tried mktg your OWN thing? "
4,@MrStickdorn Those days were only pleasure 
0,Just woke up. Day one of conference. Gag me with a spork! 
0,booo i have to go to work... 
0,back to saturday-job today. 
4,"@YoungQ that's true...but since we can only 1 side of the convo, sometimes it doesn't make sense. just tryin 2 help ya out!  ur doin good!"
0,@PixelExecution Aww!  when this kitty was a (adorable) kitten I was still living out in va so I only saw him every other month for a while
0,Trying to act careless 
0,I just realised i got cheated by hang ten...  - http://tweet.sg
0,"sitting thinking of prom is was so amazing, can't believe this years over its so sad "
0,@adamficek what's happening to bletchley?!? 
4,@LiberianJewels Oh..I gotcha! 
4,I don't mind traffic when the weather is gorgeous and I have good music playing. Love today 
4,@serafinowicz Bargain! 53 free!   She can now be on Stars on Their Eyes!
4,@JimKukral and @lewishowes &lt;-- That's a workshop I wish I was attending. 
0,@thewizard it's now 1 am AEST. And still no 3.0 iphone update! 
4,Still abit tired from yesterday. Staying home tonight and continue coding on a interesting project 
0,"@patmalaya pat, why are you at asian? "
4,@Schofe it's ok if u get swine flu cos there's always oinkment!!! 
0,@amberlicity I think we sold mine at a garage sale.  
0,@akwardturtles am slugging it through four more days 
0,"beginning to think a visit to ENT(Ear, Nose and Throat) dr is in order. I can't kick these sinus infections. My ears and throat hurt! "
0,@b_reezey i GUESS i WiLL JUST STARVE  LOL
0,shoot! forgot to eat dinner 
4,aww hollyoaks was really sweett  xx
4,"@thecomicproject Yes, that would be very interesting to watch. in T20 no one can be called Minnows "
4,@taylorfkingrae any beach souvenir shop! we'll look for one when you come hereeeee  lets add on to our list!
0,Gah coming to school today... still feel like crap 
4,@Char_SOS .... and its already funny lolz 
0,@b0tz I was so sad when I saw you on TL on NYE that you didn't go to NKOTB and i heard you couldnt go again.  I'm so sorry. I have anxiety
4,@ArielRebel hahah yup.. and I sent ya 3 back 
0,No i couldn't find a date!!!    lol.
0,I have a headache from hell. 
0,Ugh. I left jewelry on the plane last night. Now I feel naked without my bracelet.  oh well. Maybe rooftop pool after work???
0,morning off to school with my brother im gonna walk down the school road alone after half term  ! ! !
0,hates when both her and Phil are working on a Sunday. I get up an hour earlier than I usually do  YAWN
4,"@laurakim123 Oh yes - thanks! Been deep in thought. I'll have a look, thanks and get back to you "
4,@jacoutofthebox yup it is huge!   http://membres.lycos.fr/yanu/media/webcam/moon.htm
0,raining and feeling crappy 
4,I'm going to miss the mtv movie awards and new moon trailer! Ahhhhh. At least I'm at disneyland 
4,@dolcevita thanks bb  i love that movie!
0,Ughh i'm so bored  2 am
0,"didn't get any work done  heading back to town now, shall do a piece of english compre on the train perhaps?"
0,@summernags ik and so is everything from hollywood records  i may cry no single ladys!
0,I think my baby's sick  ....................... yeah. My dog.
0,@RiseofStarman why did i have to miss your show? 
4,@lauracarneyxo I'm goooood!  You?...omg I completely forgottttt! FAILLLLLLL.
0,i give up on trying to put the widget on my blog. It just wouldn't work 
4,is now playing the Philippine National anthem while enjoying his 100% health  http://plurk.com/p/t8xil
4,Playster.org will soon change to be Playster.org  What I mean is we'll soon be a search engine for events. We hope you like it.
4,@_beeMichelle mmmmmm. I heart RA it's the shit. Lol I hope ur enjoying urself 
0,Closing party for my church is tonight...  this is the 2nd Catholic Church that I've gone to in the past 4 years to close....  
0,"misses having a roommate that would go get ice cream or go to the store in the middle of the night. kuhn, that means you. "
4,I get to see miss boothang tonight 
4,"Just got home, soooo tired! Goodnight "
0,@charlessuarez whaaaat? frat party ba ung in-organize mo? 
4,@tkofthewildboyz what genre 
0,Work wasn't that bad! I have to work tomorrow  the baseball games were fun today
4,Don't forget the big wirecast giveaway this Thursday go to  http://bit.ly/eAMk6  for details 
0,LUCAS!!!! you're super sweet! 
4,"It's glorious outside, have you seen the sun? New ES album is amazing "
0,oh please let me have a Happy Tuesday tomorrow.... pretty please! I've been down in the dumps lately. 
4,is partying with friends and fam 
0,"@maddisondesigns - let me know if Terminator is any good, keeps getting 2 stars "
0,"@zephyrxero I used to listed to U-Pop all the time ... WAY better, but they canned it "
0,More broken glass from the fishing daily.  This time it's orange and 10 copper 
4,Is about to partake in some AMAZING sushi!!! 
4,"@adonkim interview 2morrow for a 4 day admin job; call it my stepping stone job, interviews make me nerv. hey, thanx for the interest "
0,I'm loving the E3! I wish I was in LA right now 
0,Well I start skool on wensday  why!! I don't wanta go  But then again I do (IDK)
4,@laceyrivera I have total faith in you!! 
4,Its sunny again ... finally 
0,@lilpimps_sancha yeah crazy kid from the library found me on here...boo 
4,i am still so tired how can one person sleep so much yet still be so tired? god its annoying lol 
0,Thought da I could handle it... but I really can't... I misssss...... so much!!! 
4,"Movies with Brent, Sydney and Travis "
0,Just woke up in a swelteringly hot room covered in sweat. 
0,Everyone hates me. I don't like being just a side kick... 
4,i missed wearing jeans 
0,going now  bye followers. see ya tomorrow! #KevinJonas 
0,okay back to the books.... 
4,"@MrsCDG what, &quot;That Beard is Weird&quot;?  doesn't really sell it, does it. "
4,@Lukaskywalker I watched oth s5 again 
4,"Hey Demi, how are you?   please reply back "
0,my ipod's dead  bye bye songs
0,@DonnieWahlberg Saw you guys in NJ Saturday night - you were great as always but I am very sad I didn't get any facetime 
0,"was in a good studying mood earlier, until i got interrupted by @susiee on skype. now i don't wanna "
0,@Heatherbear86 Did anything happen in yours? Only *once* did I make out with Evan in mine. I wanted to vomit. 
4,http://twitpic.com/6veak - Nice relaxing night 
0,"sometimes there's no just forcing yourself to be productive, headache still pounding, too much stress for one day "
0,"@DavidArchie Wish I were there, really want to come "
4,"@munkimatt Its okay, Celtic have come out and said Adam's is talking crap "
0,doesnt feel very well 
0,goen to pass out rite about now... going to be sooo sore tomorrow from workin out this morn.. ahh!! sooo not excited for that. 
4,@billyraycyrus http://twitpic.com/6oy9u - thats beautiful  id love to be there now
4,@bradmcfadden Welcome back Mcfaddens!! 
0,"WHAT-A-NITE!! I realized I'm now a lightweight,  , &amp; I dropped my fon in a big @$$ cooler of Beer.. WTH!"
4,@TrianaIglesias It wasn't me!  Hope you having the time of your life. Hugs from me to ya. Love Kj
0,"@elishacuthbert its raining since this afternoon, very borring "
4,figured out the Internet on my new iPod 
0,hating my hair today.. cut not as good as I wanted. 
4,The Law of Attraction..... the SECRET? http://bit.ly/XmhnU A must see 11 STEP (video) TO our Mental Health 
0,some person named stevenlourie wants to fallow me.... kreepy 
0,@christinaloves I wish you were here to enjoy 
4,"Help Ma clear the garage, do some davina workout, sit in the sun "
4,just woke up! 
0,@bazanna r u talking about swine flu?don't joke scary  wverytime my friend says they're sick I freak out LOL
4,"super marios brothers for DSi  so much retro status fun, I love it!"
4,"@hawknelson Thanks for the ad! I have seen you guys at revolve and love the energetic atmosphere. However, pictures are hard. Oh well "
